First_Name,Second_Name,Party,Vote,Num_Meeting,Num_Vote
David,Praák,ANO,N,0,3
Vìra,Procházková,ANO,N,0,3
Pavel,Pustìjovskı,ANO,N,0,3
Karel,Rais,ANO,N,0,3
Michal,Ratiborskı,ANO,N,0,3
Jan,Richter,ANO,N,0,3
Miloslava,Rutová,ANO,N,0,3
Pavel,Rùièka,ANO,N,0,3
Jan,Øehounek,ANO,N,0,3
Petr,Sadovskı,ANO,N,0,3
Jan,Schiller,ANO,N,0,3
Pavel,Stanìk,ANO,N,0,3
Martin,Stropnickı,ANO,N,0,3
Jiøí,Strıèek,ANO,N,0,3
Karla,Šlechtová,ANO,N,0,3
Julius,Špièák,ANO,N,0,3
David,Štolpa,ANO,N,0,3
Dan,ok,ANO,N,0,3
Karel,Tureèek,ANO,N,0,3
Helena,Válková,ANO,N,0,3
Adam,Vojtìch,ANO,N,0,3
Jan,Volnı,ANO,N,0,3
Radek,Vondráèek,ANO,N,0,3
Ivo,Vondrák,ANO,N,0,3
Petr,Vrána,ANO,N,0,3
Rostislav,Vyzula,ANO,N,0,3
Radek,Zlesák,ANO,N,0,3
Ivan,Adamec,ODS,Z,0,3
Jan,Bauer,ODS,Z,0,3
Martin,Baxa,ODS,Z,0,3
Petr,Beitl,ODS,N,0,3
Marek,Benda,ODS,A,0,3
Stanislav,Blaha,ODS,Z,0,3
Pavel,Blaek,ODS,Z,0,3
Jana,Èernochová,ODS,A,0,3
Petr,Fiala,ODS,A,0,3
Jakub,Janda,ODS,Z,0,3
Václav,Klaus,ODS,N,0,3
Karel,Krejza,ODS,A,0,3
Martin,Kupka,ODS,A,0,3
Zuzana,Majerová,ODS,Z,0,3
Jaroslav,Martinù,ODS,N,0,3
Ilona,Mauritzová,ODS,Z,0,3
Vojtìch,Munzar,ODS,A,0,3
Miroslava,Nìmcová,ODS,A,0,3
Jan,Skopeèek,ODS,N,0,3
Zbynìk,Stanjura,ODS,Z,0,3
Bohuslav,Svoboda,ODS,Z,0,3
Jiøí,Ventruba,ODS,A,0,3
Veronika,Vrecionová,ODS,Z,0,3
Jan,Zahradník,ODS,Z,0,3
Pavel,áèek,ODS,Z,0,3
Dana,Balcarová,Piráti,A,0,3
Lukáš,Bartoò,Piráti,A,0,3
Ivan,Bartoš,Piráti,A,0,3
Lukáš,Èernohorskı,Piráti,A,0,3
František,Elfmark,Piráti,A,0,3
Mikuláš,Ferjenèík,Piráti,A,0,3
Radek,Holomèík,Piráti,A,0,3
Martin,Jiránek,Piráti,A,0,3
Lukáš,Koláøík,Piráti,A,0,3
František,Kopøiva,Piráti,A,0,3
Lenka,Kozlová,Piráti,A,0,3
Jan,Lipavskı,Piráti,A,0,3
Tomáš,Martínek,Piráti,A,0,3
Jakub,Michálek,Piráti,A,0,3
Mikuláš,Peksa,Piráti,A,0,3
Vojtìch,Pikal,Piráti,A,0,3
Ondøej,Polanskı,Piráti,A,0,3
Jan,Pošváø,Piráti,A,0,3
Ondøej,Profant,Piráti,A,0,3
Olga,Richterová,Piráti,A,0,3
Petr,Tøešòák,Piráti,A,0,3
Tomáš,Vymazal,Piráti,A,0,3
Marian,Bojko,SPD,N,0,3
Jaroslav,Dvoøák,SPD,Z,0,3
Radim,Fiala,SPD,Z,0,3
Jaroslav,Holík,SPD,Z,0,3
Jan,Hrnèíø,SPD,Z,0,3
Tereza,Hyhová,SPD,Z,0,3
Monika,Jarošová,SPD,Z,0,3
Pavel,Jelínek,SPD,Z,0,3
Jiøí,Kobza,SPD,N,0,3
Jiøí,Kohoutek,SPD,N,0,3
Radek,Koten,SPD,N,0,3
Jana,Levová,SPD,Z,0,3
Karla,Maøíková,SPD,Z,0,3
Ivana,Nevludová,SPD,Z,0,3
Tomio,Okamura,SPD,Z,0,3
Zdenìk,Podal,SPD,N,0,3
Miloslav,Rozner,SPD,Z,0,3
Radek,Rozvoral,SPD,Z,0,3
Lucie,Šafránková,SPD,N,0,3
Lubomír,Španìl,SPD,N,0,3
Radovan,Vích,SPD,N,0,3
Lubomír,Volnı,SPD,Z,0,3
Jiøí,Bìhounek,ÈSSD,Z,0,3
Jan,Birke,ÈSSD,N,0,3
Petr,Dolínek,ÈSSD,N,0,3
Jaroslav,Foldyna,ÈSSD,A,0,3
Alena,Gajdùšková,ÈSSD,A,0,3
Jan,Hamáèek,ÈSSD,Z,0,3
Tomáš,Hanzel,ÈSSD,N,0,3
Milan,Chovanec,ÈSSD,Z,0,3
Jan,Chvojka,ÈSSD,N,0,3
Roman,Onderka,ÈSSD,N,0,3
Bohuslav,Sobotka,ÈSSD,A,0,3
Antonín,Stanìk,ÈSSD,N,0,3
Kateøina,Valachová,ÈSSD,Z,0,3
Ondøej,Veselı,ÈSSD,A,0,3
Lubomír,Zaorálek,ÈSSD,A,0,3
Hana,Aulická,KSÈM,Z,0,3
Alexander,Èernı,KSÈM,Z,0,3
Jiøí,Dolejš,KSÈM,M,0,3
Vojtìch,Filip,KSÈM,N,0,3
Miroslav,Grebeníèek,KSÈM,Z,0,3
Stanislav,Grospiè,KSÈM,Z,0,3
Vladimír,Koníèek,KSÈM,Z,0,3
Pavel,Kováèik,KSÈM,N,0,3
Leo,Luzar,KSÈM,Z,0,3
Kvìta,Matušovská,KSÈM,Z,0,3
Zdenìk,Ondráèek,KSÈM,Z,0,3
Daniel,Pawlas,KSÈM,N,0,3
Ivo,Pojeznı,KSÈM,Z,0,3
Jiøí,Valenta,KSÈM,N,0,3
Miloslava,Vostrá,KSÈM,N,0,3
Jan,Bartošek,KDU-ÈSL,A,0,3
Pavel,Bìlobrádek,KDU-ÈSL,A,0,3
Ondøej,Benešík,KDU-ÈSL,A,0,3
Jan,Èiinskı,KDU-ÈSL,A,0,3
Pavla,Golasowská,KDU-ÈSL,A,0,3
Stanislav,Juránek,KDU-ÈSL,A,0,3
Marian,Jureèka,KDU-ÈSL,A,0,3
Vít,Kaòkovskı,KDU-ÈSL,A,0,3
Jiøí,Mihola,KDU-ÈSL,A,0,3
Marek,Vıbornı,KDU-ÈSL,A,0,3
Dominik,Feri,TOP09,A,0,3
Miroslav,Kalousek,TOP09,A,0,3
Helena,Langšádlová,TOP09,A,0,3
Markéta,Pekarová,TOP09,A,0,3
Karel,Schwarzenberg,TOP09,A,0,3
František,Vácha,TOP09,Z,0,3
Vlastimil,Válek,TOP09,A,0,3
Jan,Farskı,STAN,A,0,3
Petr,Gazdík,STAN,A,0,3
Vìra,Kováøová,STAN,A,0,3
Jana,Krutáková,STAN,Z,0,3
Martin,Pùta,STAN,A,0,3
Vít,Rakušan,STAN,A,0,3
Vìra,Adámková,ANO,A,0,4
Andrej,Babiš,ANO,A,0,4
Andrea,Babišová,ANO,A,0,4
Margita,Balaštíková,ANO,A,0,4
Josef,Bìlica,ANO,A,0,4
Stanislav,Berkovec,ANO,A,0,4
Jiøí,Bláha,ANO,A,0,4
Richard,Brabec,ANO,A,0,4
Milan,Brázdil,ANO,Z,0,4
Andrea,Brzobohatá,ANO,A,0,4
Jaroslav,Boch,ANO,A,0,4
Klára,Dostálová,ANO,A,0,4
Lenka,Drailová,ANO,A,0,4
Jaroslav,Faltınek,ANO,A,0,4
Kamal,Farhan,ANO,A,0,4
Milan,Feranec,ANO,A,0,4
Eva,Fialová,ANO,A,0,4
Stanislav,Fridrich,ANO,A,0,4
Josef,Hájek,ANO,A,0,4
Jiøí,Hlavatı,ANO,A,0,4
Milan,Hnilièka,ANO,A,0,4
Ivan,Jáè,ANO,A,0,4
Miloslav,Janulík,ANO,A,0,4
Aleš,Juchelka,ANO,A,0,4
Pavel,Juøíèek,ANO,A,0,4
Adam,Kalous,ANO,A,0,4
David,Kasal,ANO,A,0,4
Tomáš,Kohoutek,ANO,A,0,4
Martin,Kolovratník,ANO,A,0,4
Barbora,Koøanová,ANO,A,0,4
Josef,Kott,ANO,A,0,4
Robert,Králíèek,ANO,A,0,4
Roman,Kubíèek,ANO,A,0,4
Jan,Kubík,ANO,A,0,4
Jaroslav,Kytır,ANO,A,0,4
Taána,Malá,ANO,A,0,4
Pøemysl,Mališ,ANO,A,0,4
Jiøí,Mašek,ANO,A,0,4
Radka,Maxová,ANO,A,0,4
Marcela,Melková,ANO,A,0,4
Jana,Mraèková,ANO,A,0,4
Patrik,Nacher,ANO,A,0,4
Marek,Novák,ANO,A,0,4
Monika,Oborná,ANO,A,0,4
Ladislav,Okleštìk,ANO,A,0,4
Zuzana,Oanová,ANO,A,0,4
Jana,Pastuchová,ANO,A,0,4
Robert,Pelikán,ANO,A,0,4
František,Petrtıl,ANO,A,0,4
Pavel,Plzák,ANO,A,0,4
Jaroslava,Pokorná,ANO,A,0,4
David,Praák,ANO,A,0,4
Vìra,Procházková,ANO,A,0,4
Pavel,Pustìjovskı,ANO,A,0,4
Karel,Rais,ANO,A,0,4
Michal,Ratiborskı,ANO,A,0,4
Jan,Richter,ANO,A,0,4
Miloslava,Rutová,ANO,A,0,4
Pavel,Rùièka,ANO,A,0,4
Jan,Øehounek,ANO,A,0,4
Petr,Sadovskı,ANO,A,0,4
Jan,Schiller,ANO,A,0,4
Pavel,Stanìk,ANO,A,0,4
Martin,Stropnickı,ANO,A,0,4
Jiøí,Strıèek,ANO,A,0,4
Karla,Šlechtová,ANO,A,0,4
Julius,Špièák,ANO,A,0,4
David,Štolpa,ANO,A,0,4
Dan,ok,ANO,A,0,4
Karel,Tureèek,ANO,A,0,4
Helena,Válková,ANO,A,0,4
Adam,Vojtìch,ANO,A,0,4
Jan,Volnı,ANO,A,0,4
Radek,Vondráèek,ANO,A,0,4
Ivo,Vondrák,ANO,A,0,4
Petr,Vrána,ANO,A,0,4
Rostislav,Vyzula,ANO,A,0,4
Radek,Zlesák,ANO,A,0,4
Ivan,Adamec,ODS,A,0,4
Jan,Bauer,ODS,A,0,4
Martin,Baxa,ODS,A,0,4
Petr,Beitl,ODS,A,0,4
Marek,Benda,ODS,A,0,4
Stanislav,Blaha,ODS,A,0,4
Pavel,Blaek,ODS,A,0,4
Jana,Èernochová,ODS,A,0,4
Petr,Fiala,ODS,A,0,4
Jakub,Janda,ODS,A,0,4
Václav,Klaus,ODS,A,0,4
Karel,Krejza,ODS,A,0,4
Martin,Kupka,ODS,A,0,4
Zuzana,Majerová,ODS,A,0,4
Jaroslav,Martinù,ODS,A,0,4
Ilona,Mauritzová,ODS,A,0,4
Vojtìch,Munzar,ODS,A,0,4
Miroslava,Nìmcová,ODS,A,0,4
Jan,Skopeèek,ODS,A,0,4
Zbynìk,Stanjura,ODS,A,0,4
Bohuslav,Svoboda,ODS,A,0,4
Jiøí,Ventruba,ODS,A,0,4
Veronika,Vrecionová,ODS,A,0,4
Jan,Zahradník,ODS,A,0,4
Pavel,áèek,ODS,A,0,4
Dana,Balcarová,Piráti,N,0,4
Lukáš,Bartoò,Piráti,N,0,4
Ivan,Bartoš,Piráti,N,0,4
Lukáš,Èernohorskı,Piráti,N,0,4
František,Elfmark,Piráti,N,0,4
Mikuláš,Ferjenèík,Piráti,N,0,4
Radek,Holomèík,Piráti,N,0,4
Martin,Jiránek,Piráti,Z,0,4
Lukáš,Koláøík,Piráti,N,0,4
František,Kopøiva,Piráti,Z,0,4
Lenka,Kozlová,Piráti,N,0,4
Jan,Lipavskı,Piráti,N,0,4
Tomáš,Martínek,Piráti,Z,0,4
Jakub,Michálek,Piráti,N,0,4
Mikuláš,Peksa,Piráti,N,0,4
Vojtìch,Pikal,Piráti,N,0,4
Ondøej,Polanskı,Piráti,N,0,4
Jan,Pošváø,Piráti,N,0,4
Ondøej,Profant,Piráti,N,0,4
Olga,Richterová,Piráti,N,0,4
Petr,Tøešòák,Piráti,Z,0,4
Tomáš,Vymazal,Piráti,N,0,4
Marian,Bojko,SPD,A,0,4
Jaroslav,Dvoøák,SPD,A,0,4
Radim,Fiala,SPD,A,0,4
Jaroslav,Holík,SPD,A,0,4
Jan,Hrnèíø,SPD,A,0,4
Tereza,Hyhová,SPD,A,0,4
Monika,Jarošová,SPD,A,0,4
Pavel,Jelínek,SPD,A,0,4
Jiøí,Kobza,SPD,A,0,4
Jiøí,Kohoutek,SPD,A,0,4
Radek,Koten,SPD,A,0,4
Jana,Levová,SPD,A,0,4
Karla,Maøíková,SPD,A,0,4
Ivana,Nevludová,SPD,A,0,4
Tomio,Okamura,SPD,A,0,4
Zdenìk,Podal,SPD,A,0,4
Miloslav,Rozner,SPD,A,0,4
Radek,Rozvoral,SPD,A,0,4
Lucie,Šafránková,SPD,A,0,4
Lubomír,Španìl,SPD,A,0,4
Radovan,Vích,SPD,A,0,4
Lubomír,Volnı,SPD,A,0,4
Jiøí,Bìhounek,ÈSSD,A,0,4
Jan,Birke,ÈSSD,A,0,4
Petr,Dolínek,ÈSSD,A,0,4
Jaroslav,Foldyna,ÈSSD,A,0,4
Alena,Gajdùšková,ÈSSD,A,0,4
Jan,Hamáèek,ÈSSD,A,0,4
Tomáš,Hanzel,ÈSSD,A,0,4
Milan,Chovanec,ÈSSD,Z,0,4
Jan,Chvojka,ÈSSD,A,0,4
Roman,Onderka,ÈSSD,A,0,4
Bohuslav,Sobotka,ÈSSD,A,0,4
Antonín,Stanìk,ÈSSD,A,0,4
Kateøina,Valachová,ÈSSD,A,0,4
Ondøej,Veselı,ÈSSD,A,0,4
Lubomír,Zaorálek,ÈSSD,A,0,4
Hana,Aulická,KSÈM,A,0,4
Alexander,Èernı,KSÈM,A,0,4
Jiøí,Dolejš,KSÈM,M,0,4
Vojtìch,Filip,KSÈM,A,0,4
Miroslav,Grebeníèek,KSÈM,A,0,4
Stanislav,Grospiè,KSÈM,A,0,4
Vladimír,Koníèek,KSÈM,A,0,4
Pavel,Kováèik,KSÈM,A,0,4
Leo,Luzar,KSÈM,A,0,4
Kvìta,Matušovská,KSÈM,A,0,4
Zdenìk,Ondráèek,KSÈM,A,0,4
Daniel,Pawlas,KSÈM,A,0,4
Ivo,Pojeznı,KSÈM,A,0,4
Jiøí,Valenta,KSÈM,A,0,4
Miloslava,Vostrá,KSÈM,A,0,4
Jan,Bartošek,KDU-ÈSL,A,0,4
Pavel,Bìlobrádek,KDU-ÈSL,A,0,4
Ondøej,Benešík,KDU-ÈSL,A,0,4
Jan,Èiinskı,KDU-ÈSL,A,0,4
Pavla,Golasowská,KDU-ÈSL,A,0,4
Stanislav,Juránek,KDU-ÈSL,A,0,4
Marian,Jureèka,KDU-ÈSL,A,0,4
Vít,Kaòkovskı,KDU-ÈSL,A,0,4
Jiøí,Mihola,KDU-ÈSL,A,0,4
Marek,Vıbornı,KDU-ÈSL,A,0,4
Dominik,Feri,TOP09,A,0,4
Miroslav,Kalousek,TOP09,A,0,4
Helena,Langšádlová,TOP09,A,0,4
Markéta,Pekarová,TOP09,A,0,4
Karel,Schwarzenberg,TOP09,N,0,4
František,Vácha,TOP09,A,0,4
Vlastimil,Válek,TOP09,A,0,4
Jan,Farskı,STAN,A,0,4
Petr,Gazdík,STAN,A,0,4
Vìra,Kováøová,STAN,A,0,4
Jana,Krutáková,STAN,A,0,4
Martin,Pùta,STAN,A,0,4
Vít,Rakušan,STAN,A,0,4
Vìra,Adámková,ANO,A,0,5
Andrej,Babiš,ANO,A,0,5
Andrea,Babišová,ANO,A,0,5
Margita,Balaštíková,ANO,A,0,5
Josef,Bìlica,ANO,A,0,5
Stanislav,Berkovec,ANO,A,0,5
Jiøí,Bláha,ANO,A,0,5
Richard,Brabec,ANO,A,0,5
Milan,Brázdil,ANO,A,0,5
Andrea,Brzobohatá,ANO,A,0,5
Jaroslav,Boch,ANO,A,0,5
Klára,Dostálová,ANO,A,0,5
Lenka,Drailová,ANO,A,0,5
Jaroslav,Faltınek,ANO,A,0,5
Kamal,Farhan,ANO,A,0,5
Milan,Feranec,ANO,A,0,5
Eva,Fialová,ANO,A,0,5
Stanislav,Fridrich,ANO,A,0,5
Josef,Hájek,ANO,A,0,5
Jiøí,Hlavatı,ANO,A,0,5
Milan,Hnilièka,ANO,A,0,5
Ivan,Jáè,ANO,A,0,5
Miloslav,Janulík,ANO,A,0,5
Aleš,Juchelka,ANO,A,0,5
Pavel,Juøíèek,ANO,A,0,5
Adam,Kalous,ANO,A,0,5
David,Kasal,ANO,A,0,5
Tomáš,Kohoutek,ANO,A,0,5
Martin,Kolovratník,ANO,A,0,5
Barbora,Koøanová,ANO,A,0,5
Josef,Kott,ANO,A,0,5
Robert,Králíèek,ANO,A,0,5
Roman,Kubíèek,ANO,A,0,5
Jan,Kubík,ANO,A,0,5
Jaroslav,Kytır,ANO,A,0,5
Taána,Malá,ANO,A,0,5
Pøemysl,Mališ,ANO,A,0,5
Jiøí,Mašek,ANO,A,0,5
Radka,Maxová,ANO,A,0,5
Marcela,Melková,ANO,A,0,5
Jana,Mraèková,ANO,A,0,5
Patrik,Nacher,ANO,A,0,5
Marek,Novák,ANO,A,0,5
Monika,Oborná,ANO,A,0,5
Ladislav,Okleštìk,ANO,A,0,5
Zuzana,Oanová,ANO,A,0,5
Jana,Pastuchová,ANO,A,0,5
Robert,Pelikán,ANO,A,0,5
František,Petrtıl,ANO,A,0,5
Pavel,Plzák,ANO,A,0,5
Jaroslava,Pokorná,ANO,A,0,5
David,Praák,ANO,A,0,5
Vìra,Procházková,ANO,A,0,5
Pavel,Pustìjovskı,ANO,A,0,5
Karel,Rais,ANO,A,0,5
Michal,Ratiborskı,ANO,A,0,5
Jan,Richter,ANO,A,0,5
Miloslava,Rutová,ANO,A,0,5
Pavel,Rùièka,ANO,A,0,5
Jan,Øehounek,ANO,A,0,5
Petr,Sadovskı,ANO,A,0,5
Jan,Schiller,ANO,A,0,5
Pavel,Stanìk,ANO,A,0,5
Martin,Stropnickı,ANO,A,0,5
Jiøí,Strıèek,ANO,A,0,5
Karla,Šlechtová,ANO,A,0,5
Julius,Špièák,ANO,A,0,5
David,Štolpa,ANO,A,0,5
Dan,ok,ANO,A,0,5
Karel,Tureèek,ANO,A,0,5
Helena,Válková,ANO,A,0,5
Adam,Vojtìch,ANO,A,0,5
Jan,Volnı,ANO,A,0,5
Radek,Vondráèek,ANO,A,0,5
Ivo,Vondrák,ANO,A,0,5
Petr,Vrána,ANO,A,0,5
Rostislav,Vyzula,ANO,A,0,5
Radek,Zlesák,ANO,A,0,5
Ivan,Adamec,ODS,A,0,5
Jan,Bauer,ODS,A,0,5
Martin,Baxa,ODS,A,0,5
Petr,Beitl,ODS,A,0,5
Marek,Benda,ODS,A,0,5
Stanislav,Blaha,ODS,A,0,5
Pavel,Blaek,ODS,A,0,5
Jana,Èernochová,ODS,A,0,5
Petr,Fiala,ODS,A,0,5
Jakub,Janda,ODS,A,0,5
Václav,Klaus,ODS,A,0,5
Karel,Krejza,ODS,A,0,5
Martin,Kupka,ODS,A,0,5
Zuzana,Majerová,ODS,A,0,5
Jaroslav,Martinù,ODS,A,0,5
Ilona,Mauritzová,ODS,A,0,5
Vojtìch,Munzar,ODS,A,0,5
Miroslava,Nìmcová,ODS,A,0,5
Jan,Skopeèek,ODS,A,0,5
Zbynìk,Stanjura,ODS,A,0,5
Bohuslav,Svoboda,ODS,A,0,5
Jiøí,Ventruba,ODS,A,0,5
Veronika,Vrecionová,ODS,A,0,5
Jan,Zahradník,ODS,A,0,5
Pavel,áèek,ODS,A,0,5
Dana,Balcarová,Piráti,A,0,5
Lukáš,Bartoò,Piráti,A,0,5
Ivan,Bartoš,Piráti,A,0,5
Lukáš,Èernohorskı,Piráti,A,0,5
František,Elfmark,Piráti,A,0,5
Mikuláš,Ferjenèík,Piráti,A,0,5
Radek,Holomèík,Piráti,0,0,5
Martin,Jiránek,Piráti,A,0,5
Lukáš,Koláøík,Piráti,A,0,5
František,Kopøiva,Piráti,A,0,5
Lenka,Kozlová,Piráti,A,0,5
Jan,Lipavskı,Piráti,A,0,5
Tomáš,Martínek,Piráti,A,0,5
Jakub,Michálek,Piráti,A,0,5
Mikuláš,Peksa,Piráti,A,0,5
Vojtìch,Pikal,Piráti,A,0,5
Ondøej,Polanskı,Piráti,A,0,5
Jan,Pošváø,Piráti,A,0,5
Ondøej,Profant,Piráti,A,0,5
Olga,Richterová,Piráti,M,0,5
Petr,Tøešòák,Piráti,A,0,5
Tomáš,Vymazal,Piráti,A,0,5
Marian,Bojko,SPD,A,0,5
Jaroslav,Dvoøák,SPD,A,0,5
Radim,Fiala,SPD,A,0,5
Jaroslav,Holík,SPD,A,0,5
Jan,Hrnèíø,SPD,A,0,5
Tereza,Hyhová,SPD,A,0,5
Monika,Jarošová,SPD,A,0,5
Pavel,Jelínek,SPD,A,0,5
Jiøí,Kobza,SPD,A,0,5
Jiøí,Kohoutek,SPD,A,0,5
Radek,Koten,SPD,A,0,5
Jana,Levová,SPD,A,0,5
Karla,Maøíková,SPD,A,0,5
Ivana,Nevludová,SPD,A,0,5
Tomio,Okamura,SPD,A,0,5
Zdenìk,Podal,SPD,A,0,5
Miloslav,Rozner,SPD,A,0,5
Radek,Rozvoral,SPD,A,0,5
Lucie,Šafránková,SPD,A,0,5
Lubomír,Španìl,SPD,A,0,5
Radovan,Vích,SPD,A,0,5
Lubomír,Volnı,SPD,A,0,5
Jiøí,Bìhounek,ÈSSD,M,0,5
Jan,Birke,ÈSSD,A,0,5
Petr,Dolínek,ÈSSD,A,0,5
Jaroslav,Foldyna,ÈSSD,Z,0,5
Alena,Gajdùšková,ÈSSD,0,0,5
Jan,Hamáèek,ÈSSD,A,0,5
Tomáš,Hanzel,ÈSSD,A,0,5
Milan,Chovanec,ÈSSD,0,0,5
Jan,Chvojka,ÈSSD,A,0,5
Roman,Onderka,ÈSSD,A,0,5
Bohuslav,Sobotka,ÈSSD,A,0,5
Antonín,Stanìk,ÈSSD,A,0,5
Kateøina,Valachová,ÈSSD,A,0,5
Ondøej,Veselı,ÈSSD,A,0,5
Lubomír,Zaorálek,ÈSSD,0,0,5
Hana,Aulická,KSÈM,A,0,5
Alexander,Èernı,KSÈM,A,0,5
Jiøí,Dolejš,KSÈM,A,0,5
Vojtìch,Filip,KSÈM,A,0,5
Miroslav,Grebeníèek,KSÈM,A,0,5
Stanislav,Grospiè,KSÈM,A,0,5
Vladimír,Koníèek,KSÈM,A,0,5
Pavel,Kováèik,KSÈM,A,0,5
Leo,Luzar,KSÈM,A,0,5
Kvìta,Matušovská,KSÈM,A,0,5
Zdenìk,Ondráèek,KSÈM,0,0,5
Daniel,Pawlas,KSÈM,A,0,5
Ivo,Pojeznı,KSÈM,A,0,5
Jiøí,Valenta,KSÈM,A,0,5
Miloslava,Vostrá,KSÈM,A,0,5
Jan,Bartošek,KDU-ÈSL,A,0,5
Pavel,Bìlobrádek,KDU-ÈSL,A,0,5
Ondøej,Benešík,KDU-ÈSL,0,0,5
Jan,Èiinskı,KDU-ÈSL,A,0,5
Pavla,Golasowská,KDU-ÈSL,A,0,5
Stanislav,Juránek,KDU-ÈSL,A,0,5
Marian,Jureèka,KDU-ÈSL,A,0,5
Vít,Kaòkovskı,KDU-ÈSL,A,0,5
Jiøí,Mihola,KDU-ÈSL,A,0,5
Marek,Vıbornı,KDU-ÈSL,0,0,5
Dominik,Feri,TOP09,A,0,5
Miroslav,Kalousek,TOP09,A,0,5
Helena,Langšádlová,TOP09,A,0,5
Markéta,Pekarová,TOP09,A,0,5
Karel,Schwarzenberg,TOP09,0,0,5
František,Vácha,TOP09,A,0,5
Vlastimil,Válek,TOP09,A,0,5
Jan,Farskı,STAN,A,0,5
Petr,Gazdík,STAN,A,0,5
Vìra,Kováøová,STAN,A,0,5
Jana,Krutáková,STAN,A,0,5
Martin,Pùta,STAN,A,0,5
Vít,Rakušan,STAN,A,0,5
Vìra,Adámková,ANO,A,0,6
Andrej,Babiš,ANO,A,0,6
Andrea,Babišová,ANO,A,0,6
Margita,Balaštíková,ANO,A,0,6
Josef,Bìlica,ANO,A,0,6
Stanislav,Berkovec,ANO,A,0,6
Jiøí,Bláha,ANO,A,0,6
Richard,Brabec,ANO,A,0,6
Milan,Brázdil,ANO,A,0,6
Andrea,Brzobohatá,ANO,A,0,6
Jaroslav,Boch,ANO,A,0,6
Klára,Dostálová,ANO,A,0,6
Lenka,Drailová,ANO,A,0,6
Jaroslav,Faltınek,ANO,A,0,6
Kamal,Farhan,ANO,A,0,6
Milan,Feranec,ANO,A,0,6
Eva,Fialová,ANO,A,0,6
Stanislav,Fridrich,ANO,A,0,6
Josef,Hájek,ANO,A,0,6
Jiøí,Hlavatı,ANO,A,0,6
Milan,Hnilièka,ANO,A,0,6
Ivan,Jáè,ANO,A,0,6
Miloslav,Janulík,ANO,A,0,6
Aleš,Juchelka,ANO,A,0,6
Pavel,Juøíèek,ANO,A,0,6
Adam,Kalous,ANO,A,0,6
David,Kasal,ANO,A,0,6
Tomáš,Kohoutek,ANO,A,0,6
Martin,Kolovratník,ANO,A,0,6
Barbora,Koøanová,ANO,A,0,6
Josef,Kott,ANO,A,0,6
Robert,Králíèek,ANO,A,0,6
Roman,Kubíèek,ANO,A,0,6
Jan,Kubík,ANO,A,0,6
Jaroslav,Kytır,ANO,A,0,6
Taána,Malá,ANO,A,0,6
Pøemysl,Mališ,ANO,A,0,6
Jiøí,Mašek,ANO,A,0,6
Radka,Maxová,ANO,A,0,6
Marcela,Melková,ANO,A,0,6
Jana,Mraèková,ANO,A,0,6
Patrik,Nacher,ANO,A,0,6
Marek,Novák,ANO,A,0,6
Monika,Oborná,ANO,A,0,6
Ladislav,Okleštìk,ANO,A,0,6
Zuzana,Oanová,ANO,A,0,6
Jana,Pastuchová,ANO,A,0,6
Robert,Pelikán,ANO,A,0,6
František,Petrtıl,ANO,A,0,6
Pavel,Plzák,ANO,A,0,6
Jaroslava,Pokorná,ANO,A,0,6
David,Praák,ANO,A,0,6
Vìra,Procházková,ANO,A,0,6
Pavel,Pustìjovskı,ANO,A,0,6
Karel,Rais,ANO,A,0,6
Michal,Ratiborskı,ANO,A,0,6
Jan,Richter,ANO,A,0,6
Miloslava,Rutová,ANO,A,0,6
Pavel,Rùièka,ANO,A,0,6
Jan,Øehounek,ANO,A,0,6
Petr,Sadovskı,ANO,A,0,6
Jan,Schiller,ANO,A,0,6
Pavel,Stanìk,ANO,A,0,6
Martin,Stropnickı,ANO,A,0,6
Jiøí,Strıèek,ANO,A,0,6
Karla,Šlechtová,ANO,A,0,6
Julius,Špièák,ANO,A,0,6
David,Štolpa,ANO,A,0,6
Dan,ok,ANO,A,0,6
Karel,Tureèek,ANO,A,0,6
Helena,Válková,ANO,A,0,6
Adam,Vojtìch,ANO,A,0,6
Jan,Volnı,ANO,A,0,6
Radek,Vondráèek,ANO,A,0,6
Ivo,Vondrák,ANO,A,0,6
Petr,Vrána,ANO,A,0,6
Rostislav,Vyzula,ANO,A,0,6
Radek,Zlesák,ANO,A,0,6
Ivan,Adamec,ODS,N,0,6
Jan,Bauer,ODS,N,0,6
Martin,Baxa,ODS,N,0,6
Petr,Beitl(ádost,ODS,0,0,6
Marek,Benda,ODS,N,0,6
Stanislav,Blaha,ODS,N,0,6
Pavel,Blaek,ODS,Z,0,6
Jana,Èernochová,ODS,N,0,6
Petr,Fiala,ODS,N,0,6
Jakub,Janda,ODS,N,0,6
Václav,Klaus,ODS,N,0,6
Karel,Krejza,ODS,N,0,6
Martin,Kupka,ODS,N,0,6
Zuzana,Majerová,ODS,N,0,6
Jaroslav,Martinù,ODS,N,0,6
Ilona,Mauritzová,ODS,N,0,6
Vojtìch,Munzar,ODS,N,0,6
Miroslava,Nìmcová,ODS,N,0,6
Jan,Skopeèek,ODS,N,0,6
Zbynìk,Stanjura,ODS,N,0,6
Bohuslav,Svoboda,ODS,N,0,6
Jiøí,Ventruba,ODS,N,0,6
Veronika,Vrecionová,ODS,N,0,6
Jan,Zahradník,ODS,N,0,6
Pavel,áèek,ODS,N,0,6
